,USD,GBP,EUR,JPY100,CHF,AUD,CAD,SGD,HKD100
29 Aug 2023,4.6420,5.8536,5.0171,3.1682,5.2458,2.9871,3.4095,3.4258,59.1609
30 Aug 2023,4.6440,5.8691,5.0462,3.1710,5.2797,2.9996,3.4233,3.4298,59.1781
 
,THB100,PHP100,TWD100,KRW100,IDR100,SAR100,SDR,CNY,BND
1 Aug 2018,12.2523,7.6650,13.2752,0.3630,0.0281,108.3827,0.0000,0.5974,2.9859
2 Aug 2018,12.2487,7.6686,13.2606,0.3608,0.0281,108.6017,0.0000,0.5958,2.9889
3 Aug 2018,12.2339,7.6807,13.2838,0.3615,0.0281,108.7826,0.0000,0.5937,2.9798
6 Aug 2018,12.2276,7.7048,13.3066,0.3623,0.0282,108.7084,0.0000,0.5955,2.9851
7 Aug 2018,12.2526,7.6922,13.3216,0.3630,0.0282,108.6284,0.0000,0.5964,2.9761
8 Aug 2018,12.2531,7.6707,13.2920,0.3633,0.0282,108.5751,0.0000,0.5954,2.9834
9 Aug 2018,12.2681,7.6816,13.2874,0.3638,0.0283,108.6017,0.0000,0.5970,2.9883
10 Aug 2018,12.2710,7.6742,13.2923,0.3616,0.0282,108.9217,0.0000,0.5956,2.9861
13 Aug 2018,12.2934,7.6728,13.2538,0.3605,0.0280,109.0463,0.0000,0.5944,2.9776
14 Aug 2018,12.3056,7.6564,13.2838,0.3626,0.0281,109.1767,0.0000,0.5944,2.9747
15 Aug 2018,12.2939,7.6574,13.2914,0.3616,0.0281,109.3100,0.0000,0.5933,2.9727
16 Aug 2018,12.3197,7.6700,13.3091,0.3625,0.0281,109.3071,0.0000,0.5943,2.9727
17 Aug 2018,12.3450,7.6923,13.3206,0.3649,0.0281,109.3425,0.0000,0.5960,2.9799
20 Aug 2018,12.3851,7.6783,13.3119,0.3651,0.0281,109.2359,0.0000,0.5976,2.9859
21 Aug 2018,12.5199,7.6756,13.3390,0.3665,0.0281,109.1559,0.0000,0.5987,2.9953
23 Aug 2018,12.5091,7.6620,13.3175,0.3657,0.0280,109.3929,0.0000,0.5970,2.9942
24 Aug 2018,12.5328,7.6695,13.3539,0.3672,0.0280,109.5054,0.0000,0.5968,2.9945
27 Aug 2018,12.5675,7.6848,13.3309,0.3678,0.0280,109.2388,0.0000,0.6004,2.9969
28 Aug 2018,12.5650,7.6806,13.3329,0.3692,0.0280,109.1530,0.0000,0.6014,3.0034
29 Aug 2018,12.5397,7.6692,13.3596,0.3688,0.0280,109.3987,0.0000,0.6010,3.0026
30 Aug 2018,12.5542,7.6804,13.3770,0.3701,0.0280,109.5558,0.0000,0.6010,3.0063
3 Sep 2018,12.6092,7.7194,13.4307,0.3708,0.0278,110.0357,0.0000,0.6049,3.0109
4 Sep 2018,12.6167,7.7183,13.4283,0.3705,0.0277,110.2876,0.0000,0.6053,3.0063
5 Sep 2018,12.6248,7.7351,13.4492,0.3690,0.0278,110.5246,0.0000,0.6062,3.0065
6 Sep 2018,12.6341,7.7022,13.4742,0.3697,0.0278,110.4831,0.0000,0.6064,3.0132
7 Sep 2018,12.6321,7.6936,13.4701,0.3688,0.0279,110.4476,0.0000,0.6055,3.0122
12 Sep 2018,12.6242,7.6505,13.4419,0.3669,0.0279,110.4180,0.0000,0.6029,3.0100
13 Sep 2018,12.6953,7.6476,13.4517,0.3694,0.0279,110.5098,0.0000,0.6053,3.0205
14 Sep 2018,12.7019,7.6649,13.4541,0.3700,0.0279,110.2935,0.0000,0.6035,3.0226
18 Sep 2018,12.7125,7.6619,13.4386,0.3684,0.0279,110.4623,0.0000,0.6031,3.0241
19 Sep 2018,12.7643,7.6619,13.4537,0.3693,0.0278,110.4327,0.0000,0.6043,3.0247
20 Sep 2018,12.7584,7.6386,13.4288,0.3680,0.0278,110.2461,0.0000,0.6028,3.0202
21 Sep 2018,12.7385,7.6290,13.4832,0.3694,0.0278,110.0091,0.0000,0.6031,3.0269
24 Sep 2018,12.7362,7.6162,13.4696,0.3695,0.0278,110.1541,0.0000,0.6023,3.0268
25 Sep 2018,12.7357,7.6030,13.4619,0.3690,0.0277,110.2224,0.0000,0.6008,3.0257
26 Sep 2018,12.7550,7.6176,13.4940,0.3708,0.0278,110.3616,0.0000,0.6020,3.0318
27 Sep 2018,12.7637,7.6410,13.5415,0.3722,0.0277,110.3378,0.0000,0.6016,3.0313
28 Sep 2018,12.7870,7.6539,13.5543,0.3730,0.0277,110.2578,0.0000,0.6005,3.0231
1 Oct 2018,12.8412,7.6468,13.5618,0.3727,0.0278,110.3912,0.0000,0.6026,3.0206
2 Oct 2018,12.7897,7.6318,13.4961,0.3693,0.0275,110.4237,0.0000,0.6028,3.0079
3 Oct 2018,12.7804,7.6223,13.4764,0.3692,0.0274,110.3171,0.0000,0.6022,3.0096
4 Oct 2018,12.7118,7.6293,13.4334,0.3667,0.0273,110.5274,0.0000,0.6034,3.0006
5 Oct 2018,12.6111,7.6387,13.4106,0.3667,0.0273,110.5008,0.0000,0.6032,2.9981
8 Oct 2018,12.5848,7.6638,13.3976,0.3649,0.0273,110.7349,0.0000,0.5995,2.9962
9 Oct 2018,12.5848,7.6645,13.4050,0.3657,0.0273,110.7349,0.0000,0.6000,2.9977
10 Oct 2018,12.5994,7.6589,13.3777,0.3649,0.0273,110.6831,0.0000,0.5997,3.0016
11 Oct 2018,12.6730,7.6780,13.3565,0.3636,0.0273,110.8445,0.0000,0.6001,3.0096
12 Oct 2018,12.6809,7.6801,13.4514,0.3663,0.0273,110.7201,0.0000,0.5997,3.0149
15 Oct 2018,12.6832,7.6760,13.4501,0.3665,0.0273,110.7203,0.0000,0.5999,3.0163
16 Oct 2018,12.7175,7.6913,13.4768,0.3690,0.0273,110.6579,0.0000,0.5999,3.0150
17 Oct 2018,12.7670,7.6957,13.4427,0.3685,0.0274,110.5779,0.0000,0.5988,3.0183
18 Oct 2018,12.7524,7.7084,13.4264,0.3664,0.0274,110.7794,0.0000,0.5990,3.0157
19 Oct 2018,12.7406,7.7343,13.4424,0.3669,0.0274,110.7617,0.0000,0.5995,3.0125
22 Oct 2018,12.6854,7.7289,13.4509,0.3675,0.0274,110.7883,0.0000,0.5991,3.0180
23 Oct 2018,12.6952,7.7366,13.4329,0.3656,0.0274,110.9083,0.0000,0.5998,3.0184
24 Oct 2018,12.6505,7.7440,13.4401,0.3669,0.0274,110.9393,0.0000,0.5996,3.0166
25 Oct 2018,12.6594,7.7545,13.4568,0.3663,0.0275,111.1674,0.0000,0.6000,3.0211
26 Oct 2018,12.6311,7.7876,13.4574,0.3654,0.0274,111.2414,0.0000,0.6007,3.0187
29 Oct 2018,12.5768,7.7904,13.4748,0.3656,0.0274,111.3807,0.0000,0.6001,3.0212
30 Oct 2018,12.5615,7.7973,13.4899,0.3670,0.0274,111.3481,0.0000,0.6001,3.0183
31 Oct 2018,12.6154,7.8315,13.5174,0.3670,0.0275,111.4873,0.0000,0.5997,3.0188
1 Nov 2018,12.6752,7.8538,13.5598,0.3695,0.0276,111.4073,0.0000,0.6015,3.0272
2 Nov 2018,12.6797,7.8448,13.6292,0.3721,0.0278,111.0045,0.0000,0.6036,3.0312
5 Nov 2018,12.6570,7.8337,13.5840,0.3713,0.0279,111.2474,0.0000,0.6023,3.0318
7 Nov 2018,12.6899,7.8850,13.5881,0.3716,0.0286,111.1111,0.0000,0.6020,3.0410
8 Nov 2018,12.6471,7.8963,13.5649,0.3730,0.0286,110.8741,0.0000,0.5997,3.0342
9 Nov 2018,12.6362,7.8685,13.5693,0.3699,0.0284,111.3007,0.0000,0.6009,3.0295
12 Nov 2018,12.6275,7.8655,13.5689,0.3683,0.0282,111.5939,0.0000,0.6008,3.0265
13 Nov 2018,12.6797,7.8960,13.5555,0.3694,0.0283,111.7006,0.0000,0.6021,3.0283
14 Nov 2018,12.7052,7.8916,13.5575,0.3690,0.0284,111.7804,0.0000,0.6032,3.0356
15 Nov 2018,12.7093,7.9427,13.5685,0.3711,0.0285,111.6590,0.0000,0.6039,3.0437
16 Nov 2018,12.6948,7.9408,13.5530,0.3700,0.0287,111.6145,0.0000,0.6028,3.0429
19 Nov 2018,12.7148,7.9714,13.5506,0.3717,0.0287,111.5849,0.0000,0.6030,3.0500
21 Nov 2018,12.7099,8.0149,13.5731,0.3709,0.0287,111.7478,0.0000,0.6043,3.0519
22 Nov 2018,12.6984,8.0065,13.5604,0.3710,0.0288,111.7508,0.0000,0.6044,3.0521
23 Nov 2018,12.6967,7.9920,13.5576,0.3700,0.0288,111.8041,0.0000,0.6039,3.0502
26 Nov 2018,12.6893,8.0015,13.5757,0.3714,0.0289,111.6708,0.0000,0.6041,3.0510
27 Nov 2018,12.6764,7.9548,13.5436,0.3703,0.0288,111.5849,0.0000,0.6025,3.0431
28 Nov 2018,12.6967,7.9867,13.5822,0.3716,0.0289,111.8041,0.0000,0.6033,3.0434
29 Nov 2018,12.7040,7.9836,13.5824,0.3730,0.0291,111.5405,0.0000,0.6024,3.0521
30 Nov 2018,12.7195,7.9855,13.5927,0.3729,0.0293,111.5612,0.0000,0.6028,3.0546
3 Dec 2018,12.7020,7.9614,13.5792,0.3752,0.0292,111.0045,0.0000,0.6049,3.0484
4 Dec 2018,12.6695,7.8897,13.5255,0.3745,0.0290,110.5544,0.0000,0.6062,3.0406
5 Dec 2018,12.6925,7.8730,13.4846,0.3725,0.0288,110.6906,0.0000,0.6049,3.0367
6 Dec 2018,12.6713,7.8743,13.4815,0.3711,0.0286,110.8801,0.0000,0.6039,3.0354
7 Dec 2018,12.6797,7.8946,13.4901,0.3715,0.0288,110.9838,0.0000,0.6050,3.0401
10 Dec 2018,12.7057,7.8925,13.4886,0.3695,0.0286,111.1437,0.0000,0.6031,3.0420
11 Dec 2018,12.7383,7.9182,13.5423,0.3692,0.0286,111.4635,0.0000,0.6057,3.0461
12 Dec 2018,12.7572,7.9389,13.5485,0.3701,0.0287,111.5435,0.0000,0.6074,3.0459
13 Dec 2018,12.7768,7.9279,13.5390,0.3714,0.0288,111.3628,0.0000,0.6078,3.0496
14 Dec 2018,12.7414,7.8724,13.5429,0.3683,0.0287,111.5080,0.0000,0.6059,3.0400
17 Dec 2018,12.7418,7.8767,13.5545,0.3691,0.0287,111.4044,0.0000,0.6057,3.0402
18 Dec 2018,12.7403,7.8714,13.5499,0.3694,0.0288,111.3037,0.0000,0.6052,3.0446
19 Dec 2018,12.7698,7.8663,13.5520,0.3706,0.0289,111.3421,0.0000,0.6057,3.0505
20 Dec 2018,12.7681,7.8634,13.5708,0.3711,0.0289,111.3865,0.0000,0.6057,3.0501
21 Dec 2018,12.7854,7.8975,13.5767,0.3714,0.0287,111.2739,0.0000,0.6049,3.0502
24 Dec 2018,12.8313,7.8917,13.5873,0.3720,0.0287,111.4724,0.0000,0.6065,3.0453
26 Dec 2018,12.8146,7.8788,13.5381,0.3706,0.0286,111.2829,0.0000,0.6064,3.0452
27 Dec 2018,12.7940,7.9078,13.5380,0.3715,0.0286,111.0608,0.0000,0.6070,3.0345
28 Dec 2018,12.7611,7.8857,13.5554,0.3718,0.0285,110.7439,0.0000,0.6048,3.0379
31 Dec 2018,12.6849,7.8720,13.5523,0.3709,0.0287,110.1900,0.0000,0.6007,3.0335
2 Jan 2019,12.8050,7.8661,13.4273,0.3690,0.0286,110.2492,0.0000,0.6034,3.0334
3 Jan 2019,12.8660,7.8756,13.3862,0.3668,0.0287,110.3351,0.0000,0.6022,3.0309
4 Jan 2019,12.9160,7.8800,13.4001,0.3680,0.0290,110.2876,0.0000,0.6028,3.0368
7 Jan 2019,12.8562,7.8399,13.3459,0.3672,0.0292,109.6745,0.0000,0.6005,3.0299
8 Jan 2019,12.8295,7.8479,13.3452,0.3655,0.0291,109.7545,0.0000,0.6005,3.0301
9 Jan 2019,12.8317,7.8473,13.3459,0.3664,0.0291,109.5649,0.0000,0.6018,3.0287
10 Jan 2019,12.8249,7.8463,13.2989,0.3654,0.0291,109.1651,0.0000,0.6037,3.0282
11 Jan 2019,12.8155,7.8677,13.3108,0.3669,0.0291,109.0735,0.0000,0.6067,3.0293
14 Jan 2019,12.8151,7.8464,13.2748,0.3651,0.0290,109.2155,0.0000,0.6060,3.0252
15 Jan 2019,12.8483,7.8751,13.2873,0.3652,0.0291,109.2096,0.0000,0.6065,3.0292
16 Jan 2019,12.9606,7.8647,13.3155,0.3658,0.0291,109.5250,0.0000,0.6082,3.0326
17 Jan 2019,12.9499,7.8401,13.3150,0.3660,0.0290,109.5383,0.0000,0.6068,3.0305
18 Jan 2019,12.9735,7.8204,13.3260,0.3661,0.0290,109.5679,0.0000,0.6068,3.0310
22 Jan 2019,12.9833,7.8079,13.3575,0.3644,0.0290,110.1098,0.0000,0.6067,3.0359
23 Jan 2019,13.0258,7.8412,13.3953,0.3665,0.0292,110.2994,0.0000,0.6098,3.0433
24 Jan 2019,13.0476,7.8327,13.4020,0.3663,0.0292,110.3823,0.0000,0.6094,3.0426
25 Jan 2019,12.9742,7.8371,13.3610,0.3673,0.0292,109.7958,0.0000,0.6088,3.0326
28 Jan 2019,13.0238,7.8185,13.3483,0.3670,0.0292,109.5558,0.0000,0.6098,3.0349
29 Jan 2019,13.0320,7.8311,13.3193,0.3672,0.0291,109.5558,0.0000,0.6100,3.0399
30 Jan 2019,13.0713,7.8468,13.3370,0.3671,0.0291,109.5025,0.0000,0.6112,3.0404
31 Jan 2019,13.0858,7.8367,13.2913,0.3666,0.0293,108.9959,0.0000,0.6092,3.0360
4 Feb 2019,13.0728,7.8135,13.2920,0.3652,0.0293,109.2359,0.0000,0.6072,3.0272
7 Feb 2019,13.0157,7.7887,13.2121,0.3612,0.0291,108.5247,0.0000,0.6032,3.0008
8 Feb 2019,12.9089,7.8060,13.1856,0.3617,0.0291,108.3855,0.0000,0.6025,2.9976
11 Feb 2019,12.9567,7.8033,13.1880,0.3614,0.0290,108.5513,0.0000,0.5994,2.9982
12 Feb 2019,12.9974,7.8197,13.2106,0.3626,0.0290,108.6846,0.0000,0.6011,2.9982
13 Feb 2019,12.9821,7.7982,13.1889,0.3623,0.0289,108.4180,0.0000,0.6013,2.9999
14 Feb 2019,12.9627,7.7653,13.1836,0.3606,0.0289,108.4951,0.0000,0.6004,2.9926
15 Feb 2019,13.0639,7.7915,13.2536,0.3614,0.0289,109.0255,0.0000,0.6033,3.0086
18 Feb 2019,13.0614,7.8002,13.2376,0.3627,0.0289,108.8655,0.0000,0.6033,3.0111
19 Feb 2019,13.0486,7.8082,13.2199,0.3617,0.0289,108.7617,0.0000,0.6025,3.0070
20 Feb 2019,13.0910,7.8149,13.2109,0.3622,0.0290,108.5218,0.0000,0.6051,3.0097
21 Feb 2019,13.0651,7.8080,13.2181,0.3616,0.0290,108.6522,0.0000,0.6065,3.0125
22 Feb 2019,12.9994,7.8226,13.2277,0.3623,0.0290,108.6284,0.0000,0.6062,3.0118
25 Feb 2019,12.9968,7.8186,13.2245,0.3631,0.0290,108.4655,0.0000,0.6077,3.0124
26 Feb 2019,12.9958,7.8145,13.2226,0.3642,0.0291,108.4922,0.0000,0.6076,3.0143
27 Feb 2019,12.9520,7.8309,13.2101,0.3635,0.0290,108.3855,0.0000,0.6085,3.0165
28 Feb 2019,12.8875,7.8631,13.1936,0.3615,0.0289,108.4122,0.0000,0.6080,3.0145
1 Mar 2019,12.8281,7.8697,13.2004,0.3614,0.0288,108.5455,0.0000,0.6070,3.0093
4 Mar 2019,12.7872,7.8649,13.2178,0.3616,0.0288,108.6255,0.0000,0.6080,3.0075
5 Mar 2019,12.8013,7.8031,13.2127,0.3618,0.0288,108.6284,0.0000,0.6078,3.0071
6 Mar 2019,12.8285,7.8312,13.2652,0.3624,0.0289,109.0817,0.0000,0.6099,3.0132
7 Mar 2019,12.8450,7.8231,13.2327,0.3616,0.0289,108.9484,0.0000,0.6092,3.0102
8 Mar 2019,12.8504,7.8199,13.2304,0.3594,0.0286,109.0313,0.0000,0.6083,3.0062
11 Mar 2019,12.8806,7.8198,13.2150,0.3601,0.0286,108.9750,0.0000,0.6078,3.0078
12 Mar 2019,12.8907,7.7305,13.2060,0.3611,0.0286,108.8551,0.0000,0.6083,3.0102
13 Mar 2019,12.9156,7.7440,13.2147,0.3603,0.0286,108.9617,0.0000,0.6088,3.0132
14 Mar 2019,12.8774,7.7614,13.2130,0.3600,0.0286,108.9484,0.0000,0.6083,3.0159
15 Mar 2019,12.8937,7.7570,13.2319,0.3595,0.0286,108.9484,0.0000,0.6087,3.0182
18 Mar 2019,12.8558,7.7306,13.2165,0.3593,0.0286,108.6284,0.0000,0.6069,3.0133
19 Mar 2019,12.8567,7.7023,13.2180,0.3605,0.0286,108.6017,0.0000,0.6064,3.0150
20 Mar 2019,12.8068,7.7069,13.2053,0.3600,0.0287,108.5218,0.0000,0.6073,3.0112
21 Mar 2019,12.8076,7.7142,13.1745,0.3594,0.0287,108.2551,0.0000,0.6066,3.0119
22 Mar 2019,12.7995,7.7437,13.1669,0.3575,0.0287,108.2580,0.0000,0.6047,3.0041
25 Mar 2019,12.8816,7.7508,13.1924,0.3584,0.0287,108.4713,0.0000,0.6061,3.0104
26 Mar 2019,12.8427,7.7381,13.1816,0.3582,0.0287,108.4151,0.0000,0.6056,3.0110
27 Mar 2019,12.8266,7.7442,13.2009,0.3584,0.0287,108.6551,0.0000,0.6062,3.0098
28 Mar 2019,12.8046,7.7231,13.2023,0.3580,0.0286,108.7113,0.0000,0.6062,3.0077
29 Mar 2019,12.8558,7.7668,13.2410,0.3591,0.0287,108.8684,0.0000,0.6079,3.0122
1 Apr 2019,12.8562,7.7647,13.2282,0.3592,0.0287,108.7351,0.0000,0.6077,3.0118
2 Apr 2019,12.8405,7.7797,13.2386,0.3587,0.0287,108.8388,0.0000,0.6070,3.0092
3 Apr 2019,12.8470,7.8163,13.2267,0.3590,0.0287,108.7084,0.0000,0.6077,3.0142
4 Apr 2019,12.8365,7.8154,13.2335,0.3581,0.0288,108.8417,0.0000,0.6074,3.0141
5 Apr 2019,12.8056,7.8317,13.2479,0.3585,0.0289,108.9159,0.0000,0.6081,3.0168
8 Apr 2019,12.8513,7.8502,13.2795,0.3573,0.0289,109.2417,0.0000,0.6095,3.0209
9 Apr 2019,12.8589,7.8628,13.2752,0.3591,0.0290,109.1350,0.0000,0.6099,3.0254
10 Apr 2019,12.8962,7.8972,13.2959,0.3596,0.0290,109.3454,0.0000,0.6105,3.0299
11 Apr 2019,12.9306,7.9221,13.3161,0.3605,0.0291,109.5854,0.0000,0.6117,3.0366
12 Apr 2019,12.9412,7.9544,13.3346,0.3623,0.0292,109.6950,0.0000,0.6131,3.0371
15 Apr 2019,12.9264,7.9466,13.3122,0.3624,0.0292,109.5350,0.0000,0.6125,3.0378
16 Apr 2019,12.9893,7.9784,13.3644,0.3632,0.0293,110.0712,0.0000,0.6152,3.0481
17 Apr 2019,13.0175,7.9934,13.4097,0.3649,0.0293,110.2578,0.0000,0.6182,3.0566
18 Apr 2019,13.0223,8.0050,13.4281,0.3640,0.0295,110.5274,0.0000,0.6181,3.0588
19 Apr 2019,12.9772,7.9861,13.4039,0.3630,0.0294,110.1304,0.0000,0.6160,3.0473
22 Apr 2019,12.9613,7.9538,13.3973,0.3620,0.0294,110.2312,0.0000,0.6158,3.0464
23 Apr 2019,12.9139,7.9239,13.3727,0.3608,0.0293,110.0179,0.0000,0.6140,3.0399
24 Apr 2019,12.9112,7.9145,13.3750,0.3586,0.0293,110.0979,0.0000,0.6147,3.0389
25 Apr 2019,12.8716,7.9068,13.3298,0.3547,0.0291,110.1379,0.0000,0.6128,3.0280
26 Apr 2019,12.9103,7.9210,13.3532,0.3557,0.0291,110.1245,0.0000,0.6129,3.0310
29 Apr 2019,12.9433,7.9254,13.3641,0.3558,0.0291,110.1645,0.0000,0.6137,3.0356
30 Apr 2019,12.9461,7.9734,13.3728,0.3546,0.0290,110.2578,0.0000,0.6135,3.0391
2 May 2019,12.9178,7.9749,13.3806,0.3548,0.0290,110.2549,0.0000,0.6139,3.0378
3 May 2019,12.9245,7.9834,13.3961,0.3536,0.0290,110.4149,0.0000,0.6148,3.0366
6 May 2019,12.9401,7.9777,13.3993,0.3536,0.0290,110.5482,0.0000,0.6127,3.0412
7 May 2019,12.9959,7.9827,13.4099,0.3549,0.0290,110.5749,0.0000,0.6133,3.0441
8 May 2019,13.0450,7.9542,13.4003,0.3543,0.0290,110.5749,0.0000,0.6121,3.0459
9 May 2019,13.0566,7.9495,13.4057,0.3509,0.0289,110.7082,0.0000,0.6086,3.0442
10 May 2019,13.1561,7.9551,13.4199,0.3527,0.0290,110.8148,0.0000,0.6097,3.0498
13 May 2019,13.1398,7.9435,13.3899,0.3507,0.0289,111.0282,0.0000,0.6053,3.0430
14 May 2019,13.2307,7.9523,13.3733,0.3508,0.0289,111.1644,0.0000,0.6056,3.0455
15 May 2019,13.2141,7.9686,13.4115,0.3504,0.0288,111.2681,0.0000,0.6072,3.0504
16 May 2019,13.1782,7.9262,13.3644,0.3504,0.0288,111.0015,0.0000,0.6051,3.0427
17 May 2019,13.1460,7.9211,13.3154,0.3490,0.0289,111.3081,0.0000,0.6037,3.0342
21 May 2019,13.1011,7.9605,13.2736,0.3499,0.0289,111.5748,0.0000,0.6050,3.0338
23 May 2019,13.1041,7.9832,13.2915,0.3516,0.0290,111.7747,0.0000,0.6061,3.0344
24 May 2019,13.1430,8.0173,13.2953,0.3525,0.0291,111.7244,0.0000,0.6068,3.0422
27 May 2019,13.1542,8.0119,13.2967,0.3527,0.0291,111.5881,0.0000,0.6067,3.0447
28 May 2019,13.1712,8.0010,13.2879,0.3516,0.0291,111.5777,0.0000,0.6053,3.0373
29 May 2019,13.1670,8.0019,13.2573,0.3507,0.0291,111.8607,0.0000,0.6070,3.0324
30 May 2019,13.1804,8.0333,13.2617,0.3519,0.0291,111.8340,0.0000,0.6072,3.0391
31 May 2019,13.2312,8.0258,13.2647,0.3515,0.0293,111.7007,0.0000,0.6068,3.0406
3 Jun 2019,13.1934,8.0577,13.2962,0.3536,0.0293,111.4874,0.0000,0.6052,3.0494
4 Jun 2019,13.3195,8.0611,13.2607,0.3526,0.0292,111.2741,0.0000,0.6037,3.0487
7 Jun 2019,13.2473,7.9941,13.2220,0.3507,0.0291,110.8474,0.0000,0.6013,3.0412
10 Jun 2019,13.2632,7.9808,13.2358,0.3506,0.0292,110.9778,0.0000,0.5999,3.0437
11 Jun 2019,13.3003,8.0181,13.2559,0.3523,0.0292,110.9808,0.0000,0.6018,3.0491
12 Jun 2019,13.3072,7.9971,13.2377,0.3515,0.0292,110.8785,0.0000,0.6008,3.0483
13 Jun 2019,13.3312,8.0255,13.2169,0.3515,0.0291,110.9719,0.0000,0.6010,3.0451
14 Jun 2019,13.3654,8.0054,13.2166,0.3512,0.0291,111.0785,0.0000,0.6017,3.0464
17 Jun 2019,13.3408,8.0011,13.2451,0.3517,0.0291,111.3185,0.0000,0.6028,3.0452
18 Jun 2019,13.3206,8.0307,13.2648,0.3524,0.0292,111.4548,0.0000,0.6035,3.0478
19 Jun 2019,13.3387,8.0397,13.3165,0.3548,0.0292,111.3244,0.0000,0.6047,3.0515
20 Jun 2019,13.4001,8.0543,13.3884,0.3573,0.0293,110.6578,0.0000,0.6056,3.0578
21 Jun 2019,13.4380,8.0524,13.3571,0.3567,0.0293,110.6668,0.0000,0.6035,3.0583
24 Jun 2019,13.4557,8.0666,13.3593,0.3577,0.0293,110.4564,0.0000,0.6019,3.0585
25 Jun 2019,13.4787,8.0615,13.3273,0.3581,0.0293,110.4386,0.0000,0.6019,3.0602
26 Jun 2019,13.4845,8.0538,13.3375,0.3585,0.0293,110.6119,0.0000,0.6027,3.0618
27 Jun 2019,13.4513,8.0792,13.3619,0.3581,0.0293,110.4653,0.0000,0.6024,3.0580
28 Jun 2019,13.4681,8.0514,13.3269,0.3577,0.0292,110.1632,0.0000,0.6018,3.0549
1 Jul 2019,13.5005,8.0982,13.3324,0.3552,0.0293,110.1912,0.0000,0.6038,3.0514
2 Jul 2019,13.4723,8.0892,13.3200,0.3542,0.0293,110.2845,0.0000,0.6013,3.0497
3 Jul 2019,13.5385,8.0813,13.3072,0.3537,0.0293,110.2845,0.0000,0.6011,3.0506
4 Jul 2019,13.4790,8.0821,13.2935,0.3533,0.0292,110.2282,0.0000,0.6016,3.0471
5 Jul 2019,13.4757,8.0762,13.2813,0.3529,0.0293,110.1986,0.0000,0.6008,3.0448
8 Jul 2019,13.4514,8.0619,13.2745,0.3503,0.0293,110.3616,0.0000,0.6016,3.0441
9 Jul 2019,13.4279,8.0625,13.2824,0.3500,0.0293,110.4549,0.0000,0.6014,3.0404
10 Jul 2019,13.4144,8.0393,13.2971,0.3504,0.0293,110.3082,0.0000,0.6011,3.0390
11 Jul 2019,13.4280,8.0222,13.2485,0.3499,0.0292,109.6654,0.0000,0.5989,3.0343
12 Jul 2019,13.3139,8.0494,13.2239,0.3487,0.0293,109.5825,0.0000,0.5975,3.0256
15 Jul 2019,13.3107,8.0474,13.2258,0.3482,0.0295,109.5500,0.0000,0.5977,3.0289
16 Jul 2019,13.2934,8.0743,13.2318,0.3487,0.0295,109.5558,0.0000,0.5976,3.0273
17 Jul 2019,13.3021,8.0458,13.2293,0.3483,0.0294,109.6625,0.0000,0.5979,3.0218
18 Jul 2019,13.3215,8.0419,13.2289,0.3487,0.0294,109.6121,0.0000,0.5978,3.0230
19 Jul 2019,13.3496,8.0442,13.2339,0.3494,0.0295,109.5587,0.0000,0.5974,3.0240
22 Jul 2019,13.3198,8.0456,13.2264,0.3489,0.0295,109.5987,0.0000,0.5973,3.0220
23 Jul 2019,13.3075,8.0485,13.2432,0.3490,0.0294,109.7454,0.0000,0.5983,3.0176
24 Jul 2019,13.3193,8.0457,13.2435,0.3495,0.0294,109.7720,0.0000,0.5987,3.0163
25 Jul 2019,13.3145,8.0459,13.2369,0.3483,0.0294,109.7320,0.0000,0.5986,3.0130
26 Jul 2019,13.3026,8.0597,13.2402,0.3475,0.0294,109.8120,0.0000,0.5985,3.0088
29 Jul 2019,13.3495,8.0771,13.2556,0.3478,0.0294,109.9824,0.0000,0.5984,3.0070
31 Jul 2019,13.4217,8.1142,13.2796,0.3492,0.0294,110.0757,0.0000,0.5997,3.0146
1 Aug 2019,13.4165,8.0886,13.2882,0.3484,0.0293,110.4594,0.0000,0.6003,3.0122
2 Aug 2019,13.4946,8.0727,13.2018,0.3461,0.0293,110.7587,0.0000,0.5985,3.0166
5 Aug 2019,13.5420,8.0459,13.1887,0.3435,0.0293,111.2918,0.0000,0.5929,3.0212
6 Aug 2019,13.6173,8.0477,13.2973,0.3443,0.0293,111.6443,0.0000,0.5948,3.0310
7 Aug 2019,13.5680,7.9935,13.2874,0.3439,0.0294,111.5110,0.0000,0.5938,3.0239
8 Aug 2019,13.5891,8.0277,13.3240,0.3456,0.0294,111.4310,0.0000,0.5934,3.0233
9 Aug 2019,13.6077,8.0551,13.3531,0.3452,0.0295,111.5110,0.0000,0.5927,3.0252
13 Aug 2019,13.6069,8.0103,13.3213,0.3428,0.0293,111.8190,0.0000,0.5934,3.0210
14 Aug 2019,13.5700,7.9912,13.3318,0.3448,0.0294,111.5643,0.0000,0.5963,3.0190
15 Aug 2019,13.5675,7.9647,13.3590,0.3447,0.0294,111.7153,0.0000,0.5960,3.0162
16 Aug 2019,13.5275,7.9725,13.3350,0.3453,0.0294,111.4370,0.0000,0.5937,3.0113
19 Aug 2019,13.5245,7.9691,13.3144,0.3450,0.0293,111.3155,0.0000,0.5925,3.0134
20 Aug 2019,13.5626,7.9878,13.3079,0.3455,0.0293,111.4488,0.0000,0.5917,3.0150
21 Aug 2019,13.5705,7.9966,13.3089,0.3471,0.0293,111.3688,0.0000,0.5911,3.0181
